eccid	chr_hg19	start_hg19	end_hg19	tissue
ecc596479	chr12	89799752	90180100	Bone
ecc596480	chr12	90194409	91583418	Connective tissue
ecc596481	chr12	90243592	90990224	Connective tissue
ecc596482	chr12	90591513	90943168	Bone
ecc596483	chr12	91233125	91491656	Connective tissue
ecc596484	chr12	91465308	91465916	Connective tissue
ecc596485	chr12	91640921	91877177	Connective tissue
ecc596486	chr12	91729349	92035051	Connective tissue
ecc596487	chr12	91936796	92147944	Connective tissue
ecc596488	chr12	91949209	92156943	Connective tissue
ecc596489	chr12	92538831	93424603	Connective tissue
ecc596490	chr12	92714788	93962896	Connective tissue
ecc596491	chr12	92773899	93153874	Liver
ecc596492	chr12	93902444	94914093	Breast
ecc596493	chr12	94004023	94457347	Connective tissue
ecc596494	chr12	94023860	94024527	Connective tissue
ecc596495	chr12	94497225	94497868	Brain
ecc596496	chr12	94889316	106008890	Connective tissue
ecc596497	chr12	94926383	95137044	Connective tissue
ecc596498	chr12	95444096	95656336	Connective tissue
ecc596499	chr12	95688142	98220947	Skin
ecc596500	chr12	95928807	96824027	Connective tissue
ecc596501	chr12	95949879	95950390	Breast
ecc596502	chr12	95977545	101096862	Connective tissue
ecc596503	chr12	96005472	96026106	Skin
ecc596504	chr12	96056580	97779742	Breast
ecc596505	chr12	96213587	96254151	Esophagus
ecc596506	chr12	96302013	96869149	Connective tissue
ecc596507	chr12	96333177	96533596	Stomach
ecc596508	chr12	96339675	96832514	Connective tissue
ecc596509	chr12	96741250	97213660	Connective tissue
ecc596510	chr12	98053206	98429610	Connective tissue
ecc596511	chr12	99430468	99587915	Connective tissue
ecc596512	chr12	99593219	100762317	Bone
ecc596513	chr12	100012788	100013478	Connective tissue
ecc596514	chr12	100607198	101124557	Connective tissue
ecc596515	chr12	101322376	101544291	Brain
ecc596516	chr12	101407172	101427838	Connective tissue
ecc596517	chr12	101701605	102886483	Connective tissue
ecc596518	chr12	101917145	102204940	Connective tissue
ecc596519	chr12	101944911	102190363	Brain
ecc596520	chr12	102009206	102394775	Bladder
ecc596521	chr12	102681168	103400809	Connective tissue
ecc596522	chr12	103120039	103120729	Connective tissue
ecc596523	chr12	103167155	103337974	Liver
ecc596524	chr12	103417386	104649165	Stomach
ecc596525	chr12	103582535	103793012	Bladder
ecc596526	chr12	103664880	103665472	Connective tissue
ecc596527	chr12	104496354	104496832	Bladder
ecc596528	chr12	104636299	105044297	Connective tissue
ecc596529	chr12	105030489	105031133	Head and Neck
ecc596530	chr12	105239005	106662718	Connective tissue
ecc596531	chr12	106101265	106487242	Bladder
ecc596532	chr12	107070687	107071279	Connective tissue
ecc596533	chr12	107116396	107384627	Connective tissue
ecc596534	chr12	107534209	107562067	Connective tissue
ecc596535	chr12	107564337	107565027	Connective tissue
ecc596536	chr12	107748195	107956787	Connective tissue
ecc596537	chr12	107796349	108102356	Connective tissue
ecc596538	chr12	107910170	108397985	Connective tissue
ecc596539	chr12	108052395	108098926	Connective tissue
ecc596540	chr12	108469892	108470526	Skin
ecc596541	chr12	108578144	108789789	Connective tissue
ecc596542	chr12	108620991	108641547	Esophagus
ecc596543	chr12	108838641	109068159	Connective tissue
ecc596544	chr12	108861917	108862490	Esophagus
ecc596545	chr12	109352663	109373471	Liver
ecc596546	chr12	109424766	115338268	Connective tissue
ecc596547	chr12	110429411	110429971	Stomach
ecc596548	chr12	110762983	110763617	Skin
ecc596549	chr12	111131043	113334239	Connective tissue
ecc596550	chr12	111682298	111929087	Brain
ecc596551	chr12	114603175	115391850	Bladder
ecc596552	chr12	114788025	114788715	Connective tissue
ecc596553	chr12	115757403	115758093	Connective tissue
ecc596554	chr12	116489077	116701610	Connective tissue
ecc596555	chr12	116875173	117085064	Connective tissue
ecc596556	chr12	116912937	117040015	Bone
ecc596557	chr12	117932660	118439974	Connective tissue
ecc596558	chr12	118513276	118811583	Cervix
ecc596559	chr12	118716843	119287499	Connective tissue
ecc596560	chr12	119386523	119737212	Connective tissue
ecc596561	chr12	119994056	120330155	Ovary
ecc596562	chr12	120145859	120473061	Bone
ecc596563	chr12	120355000	133851894	Pediatric Brain
ecc596564	chr12	121467255	123100152	Connective tissue
ecc596565	chr12	121523134	124638110	Connective tissue
ecc596566	chr12	121883004	121883510	Uterine Corpus Endometrial
ecc596567	chr12	122418333	122438988	Bone
ecc596568	chr12	123307146	123648074	Connective tissue
ecc596569	chr12	123953092	123953651	Esophagus
ecc596570	chr12	124547550	124795653	Connective tissue
ecc596571	chr12	124656540	124894467	Brain
ecc596572	chr12	125197436	125218126	Connective tissue
ecc596573	chr12	125218939	125229347	Brain
ecc596574	chr12	125495699	125891483	Bone
ecc596575	chr12	125685610	125686116	Uterine Corpus Endometrial
ecc596576	chr12	125829586	125923135	Connective tissue
ecc596577	chr12	125908974	126822719	Bone
ecc596578	chr12	126113906	126134553	Connective tissue
ecc596579	chr12	126371544	128727115	Uterine Corpus Endometrial
ecc596580	chr12	126433766	126808003	Connective tissue
ecc596581	chr12	126460056	126781678	Connective tissue
ecc596582	chr12	127364039	127887028	Connective tissue
ecc596583	chr12	129980277	130201977	Connective tissue
ecc596584	chr12	131425105	132597351	Connective tissue
ecc596585	chr12	131817557	131818224	Connective tissue
ecc596586	chr12	132014087	132282031	Connective tissue
ecc596587	chr12	132991377	133191394	Brain
ecc596588	chr12	133068052	133088528	Bladder
ecc596589	chr12	133161180	133161814	Skin
ecc596590	chr12	133239683	133449120	Connective tissue
ecc596591	chr13	1	28561275	Prostate
ecc596594	chr13	19291443	19312108	Colon
ecc596595	chr13	19450805	61502789	Colon
ecc596598	chr13	19641651	19662178	Esophagus
ecc596599	chr13	19872514	19893016	Lung
ecc596600	chr13	20105322	21285009	Connective tissue
ecc596601	chr13	21286354	21286954	Connective tissue
ecc596602	chr13	21730094	21750660	Lung
ecc596603	chr13	21848090	21848690	Connective tissue
ecc596604	chr13	21876863	22522198	Connective tissue
ecc596605	chr13	22522727	22523327	Connective tissue
ecc596606	chr13	23507339	23527838	Breast
ecc596607	chr13	24740680	25101021	Breast
ecc596608	chr13	25111892	25112392	Breast
ecc596609	chr13	25670722	25691286	Esophagus
ecc596610	chr13	26899520	26900020	Breast
ecc596611	chr13	28109388	29099476	Stomach
ecc596613	chr13	29529376	34668505	Esophagus
ecc596614	chr13	30115370	30315817	Stomach
ecc596615	chr13	30380614	42636401	Stomach
ecc596616	chr13	30509173	31426770	Breast
ecc596617	chr13	30738723	32184761	Stomach
ecc596618	chr13	30872727	30928001	Pancreatic
ecc596619	chr13	31005289	46014989	Pancreatic
ecc596620	chr13	31416308	31416858	Esophagus
ecc596621	chr13	31427149	31427660	Breast
ecc596622	chr13	31652350	31672890	Lung
ecc596623	chr13	32973635	32974174	Stomach
ecc596624	chr13	32973657	32974177	Stomach
ecc596625	chr13	33413763	33414183	Esophagus
ecc596626	chr13	34399251	34399759	Stomach
ecc596627	chr13	34657172	34657607	Bladder
ecc596628	chr13	34919619	34940126	Stomach
ecc596629	chr13	36746607	52152716	Esophagus
ecc596630	chr13	36817074	36817628	Bladder
ecc596631	chr13	37112329	37112909	Lung
ecc596632	chr13	38370671	38371137	Breast
ecc596633	chr13	39413029	39632041	Lung
ecc596634	chr13	39888059	49407596	Stomach
ecc596635	chr13	39921655	42226651	Lung
ecc596636	chr13	45142932	45143525	Stomach
ecc596637	chr13	47249221	47265596	Connective tissue
ecc596638	chr13	48856064	48856805	Skin
ecc596639	chr13	48856191	48856832	Connective tissue
ecc596640	chr13	49476580	49487106	Liver
ecc596641	chr13	50202723	50228259	Liver
ecc596642	chr13	51916983	85237292	Liver
ecc596643	chr13	54995814	59179428	Esophagus
ecc596644	chr13	58148322	58148882	Stomach
ecc596645	chr13	61506147	85553997	Colon
ecc596646	chr13	63767229	63932873	Lung
ecc596647	chr13	63937133	65395606	Lung
ecc596650	chr13	66642734	66854494	Breast
ecc596651	chr13	71131534	71332033	Breast
ecc596652	chr13	71428192	71428782	Esophagus
ecc596653	chr13	73523087	73730317	Head and Neck
ecc596654	chr13	73702293	74231937	Breast
ecc596655	chr13	74263101	75718870	Breast
ecc596656	chr13	74313527	74314062	Uterine Corpus Endometrial
ecc596657	chr13	74313544	74314064	Stomach
ecc596658	chr13	74313637	74314057	Esophagus
ecc596659	chr13	76482451	77157402	Breast
ecc596660	chr13	78879248	79109035	Skin
ecc596661	chr13	80362837	80363431	Breast
ecc596662	chr13	82871998	84270006	Prostate
ecc596663	chr13	83235377	83235913	Lung
ecc596664	chr13	85115940	85698479	Skin
ecc596665	chr13	85555972	88301205	Colon
ecc596666	chr13	86688770	86689329	Esophagus
ecc596667	chr13	86745984	87025573	Lung
ecc596668	chr13	86911942	96370425	Skin
ecc596669	chr13	87582404	92790240	Liver
ecc596670	chr13	88152282	88152842	Stomach
ecc596671	chr13	88315914	90288380	Colon
ecc596672	chr13	90292500	114987458	Colon
ecc596673	chr13	90532430	90533026	Esophagus
ecc596674	chr13	91330798	91331334	Lung
ecc596675	chr13	92295792	92296457	Connective tissue
ecc596676	chr13	92838144	115169877	Liver
ecc596677	chr13	93103762	98754526	Lung
ecc596678	chr13	95614175	99891026	Head and Neck
ecc596679	chr13	95827764	99945247	Stomach
ecc596680	chr13	96156949	96157602	Breast
ecc596681	chr13	97420891	97621296	Bladder
ecc596682	chr13	97708854	98708717	Breast
ecc596683	chr13	97990866	98001359	Esophagus
ecc596684	chr13	98755188	114987458	Lung
ecc596685	chr13	99417164	99437380	Liver
ecc596686	chr13	100249804	101476621	Breast
ecc596687	chr13	101300745	115169878	Head and Neck
ecc596688	chr13	103498984	103836012	Brain
ecc596689	chr13	104580377	106085224	Ovary
ecc596690	chr13	104896803	104907320	Esophagus
ecc596691	chr13	106088687	113889475	Ovary
ecc596692	chr13	106550544	106551185	Connective tissue
ecc596693	chr13	108599123	109674994	Brain
ecc596694	chr13	108670193	111815695	Stomach
ecc596695	chr13	109829043	115087458	Head and Neck
ecc596696	chr13	110387922	112069529	Breast
ecc596697	chr13	110926535	111338900	Uterine Corpus Endometrial
ecc596698	chr13	112590637	112830828	Brain
ecc596699	chr13	113190120	113372094	Breast
ecc596700	chr13	113480128	113500780	Breast
ecc596701	chr13	113542259	115169878	Breast
ecc596702	chr13	115047663	115048304	Connective tissue
ecc596706	chr14	1	34791801	Skin
ecc596708	chr14	16100000	19099999	Pancreatic
ecc596709	chr14	19100000	19534692	Esophagus
ecc596710	chr14	19100000	20451280	Ovary
ecc596711	chr14	19100000	46627933	Liver
ecc596713	chr14	19489803	21080401	Ovary
ecc596714	chr14	20233594	24326172	Cervix
ecc596716	chr14	20444984	39121222	Esophagus
ecc596717	chr14	20501367	23531653	Ovary
ecc596718	chr14	21082759	21682581	Ovary
ecc596719	chr14	21744193	21764859	Colon
ecc596720	chr14	22154410	22354872	Breast
ecc596721	chr14	22221695	22222276	Lung
ecc596722	chr14	22649705	22650260	Stomach
ecc596723	chr14	23459155	24194104	Esophagus
ecc596724	chr14	24311274	24311829	Stomach
ecc596725	chr14	25688584	28029598	Stomach
ecc596726	chr14	25952508	29588492	Ovary
ecc596727	chr14	25984259	25984720	Breast
ecc596728	chr14	26306759	26695389	Ovary
ecc596729	chr14	26862268	28076868	Lung
ecc596730	chr14	27613463	27840959	Ovary
ecc596731	chr14	27841211	28317438	Ovary
ecc596732	chr14	28077966	43705618	Lung
ecc596733	chr14	29193285	30709007	Lung
ecc596734	chr14	29210105	38567987	Breast
ecc596735	chr14	30524520	30525076	Esophagus
ecc596736	chr14	32259593	40858305	Pancreatic
ecc596737	chr14	32599328	34966936	Head and Neck
ecc596738	chr14	33902554	39177305	Lung
ecc596739	chr14	35034990	36022090	Prostate
ecc596740	chr14	35069495	37204423	Head and Neck
ecc596741	chr14	35162447	35162890	Esophagus
ecc596742	chr14	35180412	38710363	Lung
ecc596743	chr14	35795543	35845591	Lung
ecc596744	chr14	35856662	36005347	Lung
ecc596746	chr14	36396239	38358326	Lung
ecc596748	chr14	37796372	38220322	Breast
ecc596749	chr14	38044122	38044608	Head and Neck
ecc596750	chr14	38934245	47085242	Connective tissue
ecc596751	chr14	39894197	39894667	Stomach
ecc596752	chr14	39903763	40029339	Lung
ecc596753	chr14	40911528	41440348	Lung
ecc596754	chr14	41100239	44255760	Breast
ecc596755	chr14	42570747	47381800	Head and Neck
ecc596756	chr14	43178214	43317612	Lung
ecc596757	chr14	44535126	51121534	Breast
ecc596758	chr14	44566488	44567024	Lung
ecc596759	chr14	44866039	44886695	Colon
ecc596760	chr14	45515747	45516343	Esophagus
ecc596761	chr14	47136640	54275839	Breast
ecc596762	chr14	47943071	48189667	Head and Neck
ecc596763	chr14	48867570	55336751	Esophagus
ecc596765	chr14	50860390	72837760	Pancreatic
ecc596766	chr14	52457879	52458482	Skin
ecc596767	chr14	59043875	59044531	Colon
ecc596768	chr14	59325161	60324950	Head and Neck
ecc596769	chr14	60445412	69094597	Head and Neck
ecc596770	chr14	65173790	65174371	Lung
ecc596771	chr14	65458377	66013691	Stomach
ecc596772	chr14	67555371	67555882	Breast
ecc596773	chr14	67689226	68242940	Breast
ecc596774	chr14	68503769	68704344	Stomach
ecc596775	chr14	68599627	69161431	Lung
ecc596776	chr14	68816497	69202556	Connective tissue
ecc596777	chr14	68910006	69346588	Uterine Corpus Endometrial
ecc596778	chr14	69096676	69097267	Head and Neck
ecc596779	chr14	69134996	69335572	Stomach
ecc596780	chr14	71122318	72031984	Bladder
ecc596781	chr14	73019496	73020087	Head and Neck
ecc596782	chr14	73312409	73930545	Bladder
ecc596783	chr14	73562178	73562769	Head and Neck
ecc596784	chr14	73964281	82842405	Pancreatic
ecc596785	chr14	75114633	106368400	Pancreatic
ecc596786	chr14	75595933	75768618	Esophagus
ecc596787	chr14	76537853	78609655	Ovary
ecc596788	chr14	77241391	77561124	Uterine Corpus Endometrial
ecc596789	chr14	77309249	77405619	Uterine Corpus Endometrial
ecc596790	chr14	77401980	77823185	Ovary
ecc596791	chr14	77587935	77605565	Uterine Corpus Endometrial
ecc596792	chr14	80326910	80364954	Ovary
ecc596793	chr14	83470483	83878759	Pancreatic
ecc596794	chr14	84593173	85366406	Pancreatic
ecc596795	chr14	88802313	93667974	Pancreatic
ecc596796	chr14	90911582	90912019	Bladder
ecc596797	chr14	95563813	96034128	Stomach
ecc596798	chr14	95699246	95699802	Esophagus
ecc596799	chr14	96306102	100166793	Pancreatic
ecc596800	chr14	100205261	100305066	Connective tissue
ecc596801	chr14	100338694	100406863	Connective tissue
ecc596802	chr14	100395822	100419099	Brain
ecc596803	chr14	100591118	100762144	Breast
ecc596804	chr14	102967673	103233385	Uterine Corpus Endometrial
ecc596805	chr14	104862453	105352271	Brain
ecc596806	chr14	105100904	105101488	Esophagus
ecc596807	chr14	107284591	107285256	Connective tissue
ecc596810	chr15	1	32724312	Liver
ecc596811	chr15	20297912	20318574	Connective tissue
ecc596812	chr15	20444264	20654841	Skin
ecc596813	chr15	20525600	20726248	Connective tissue
ecc596814	chr15	20589695	20610504	Brain
ecc596815	chr15	20859356	21249945	Connective tissue
ecc596816	chr15	21305102	21325764	Connective tissue
ecc596817	chr15	21805106	22695684	Skin
ecc596818	chr15	23035998	31787780	Head and Neck
ecc596819	chr15	23507684	24408744	Bladder
ecc596820	chr15	23587684	27893639	Bladder
ecc596821	chr15	23693516	23947315	Lung
ecc596822	chr15	24065906	24086571	Connective tissue
ecc596823	chr15	25291861	25382341	Head and Neck
ecc596824	chr15	25927962	25952370	Skin
ecc596825	chr15	26170753	26371387	Skin
ecc596826	chr15	26489226	26691668	Skin
ecc596827	chr15	27645434	27645798	Esophagus
ecc596828	chr15	27657020	27901380	Skin
ecc596829	chr15	29400259	29600892	Skin
ecc596830	chr15	29832705	29853209	Ovary
ecc596831	chr15	29850177	29860881	Liver
ecc596833	chr15	31135356	31995033	Connective tissue
ecc596834	chr15	34098643	34563372	Connective tissue
ecc596835	chr15	36639151	36640889	Connective tissue
ecc596836	chr15	39974632	39995154	Skin
ecc596837	chr15	39994039	40014624	Brain
ecc596838	chr15	40853502	40874195	Skin
ecc596839	chr15	41241950	41242621	Lung
ecc596840	chr15	41282352	41303022	Lung
ecc596841	chr15	41850879	41871535	Colon
ecc596842	chr15	43392747	43495212	Renal
ecc596843	chr15	45559584	45560120	Lung
ecc596844	chr15	45752652	53697375	Skin
ecc596845	chr15	46052257	46111464	Renal
ecc596846	chr15	46070866	53256889	Breast
ecc596847	chr15	46768311	46816049	Renal
ecc596848	chr15	49186311	49207165	Renal
ecc596849	chr15	51261629	51408988	Renal
ecc596850	chr15	53324569	54638250	Breast
ecc596851	chr15	53773682	53774323	Connective tissue
ecc596852	chr15	54849500	55755753	Skin
ecc596853	chr15	54897229	55209639	Renal
ecc596854	chr15	55103463	55103999	Lung
ecc596855	chr15	55214060	55234914	Renal
ecc596856	chr15	56433689	56598777	Renal
ecc596857	chr15	56566328	56735690	Bladder
ecc596858	chr15	56737924	56855263	Bladder
ecc596859	chr15	56746016	56766870	Renal
ecc596860	chr15	57108045	57108899	Renal
ecc596861	chr15	57530377	58939346	Bladder
ecc596862	chr15	57589029	58897874	Breast
ecc596863	chr15	57821315	57821835	Stomach
ecc596864	chr15	58583261	58583699	Bladder
ecc596865	chr15	58962186	73771480	Breast
ecc596866	chr15	59644889	61034040	Breast
ecc596867	chr15	59705550	66117334	Renal
ecc596868	chr15	59880275	59880808	Brain
ecc596869	chr15	65031035	65031571	Lung
ecc596870	chr15	65265687	65476446	Pancreatic
ecc596871	chr15	65266425	65467270	Pancreatic
ecc596872	chr15	65276350	102413911	Liver
ecc596873	chr15	65798133	68014752	Connective tissue
ecc596874	chr15	65811844	65832279	Uterine Corpus Endometrial
ecc596875	chr15	66118458	66425201	Renal
ecc596876	chr15	66466435	66481706	Renal
ecc596877	chr15	67933683	68939892	Bladder
ecc596878	chr15	68668646	69227933	Ovary
ecc596879	chr15	69338020	69669962	Skin
ecc596880	chr15	71077957	71286567	Skin
ecc596881	chr15	71863633	77253261	Cervix
ecc596882	chr15	72350894	78960417	Skin
ecc596883	chr15	72692155	73143598	Liver
ecc596884	chr15	73716771	73737404	Skin
ecc596885	chr15	74106069	74306609	Lung
ecc596886	chr15	74552978	79295386	Skin
ecc596887	chr15	75514572	79936241	Breast
ecc596888	chr15	77779951	83941318	Ovary
ecc596889	chr15	77912602	78113081	Cervix
ecc596890	chr15	78139891	78340371	Cervix
ecc596891	chr15	78645949	102421309	Pancreatic
ecc596892	chr15	79775838	79776358	Stomach
ecc596893	chr15	80120089	80120625	Lung
ecc596894	chr15	80338320	80338781	Breast
ecc596895	chr15	84030612	87177748	Stomach
ecc596896	chr15	85578345	89278441	Breast
ecc596897	chr15	86118476	89131797	Bladder
ecc596898	chr15	86276720	86477108	Stomach
ecc596899	chr15	87388188	96088990	Stomach
